E_ID	pubmed	symbol	reference gene	chr	satrt_p	end_p	species	Biosample_name	experiment_class	enhancer_experiment	Enhancer_type	enhancer_target_experiment_Description 	target_gene	Disease	DO	mesh	Enhancer_function	enhancer_function_experiment	Enhancer_function_experiment_Description	TF_name	experiment	experiment_Description	SNP_symbol	SNP_position	SNPexperiment	Distance_from_TSS	
E_01_033	20093418	FKBP51 Enhancer	hg19	chr6	35636622	35642872	Human	"A549,VCaP"	Low throughput	"RT-qPCR,ChIP"	Enhancer	"Taken together, these results indicate that the region at approximately 34 kb 5 of the TSS and the regions at about 87 and 100 kb 3 of the TSS of FKBP51 show characteristics of GR-regulated Enhancers."	FKBP4	--	--	--	the holo-GR is capable of activating transcription and evoking changes in chromatin structure through distant-acting Enhancers.	ChIP	Our quantitative chromatin immunoprecipitation scans and Enhancer activity analyses indicate that activation of the FKBP51 locus by glucocorticoids in vivo is triggered by the loading of GR to Enhancers at about 34 kb 5 and about 87 kb 3 of the transcription start site.	CTCF	ChIP	"Interestingly,our ChIP assays from the A549 cells indicate a significant enrichment of both the CTCF and the cohesin subunit RAD21 at regions approximately 48 kb 5' and about 105kb 3' of the FKBP53 TSS, which border the region encompassing the GR-regulated Enhancers."	--	--	--	>2KB	
E_01_034	20952403	RET Enhancer	hg19	chr10	43569296	43572684	Human	SK-N-BE	Low throughput	"Luciferase Reporter Assay,PCR"	Enhancer	PEISP-RET construct was obtained by amplifying the Enhancer-IS-Promoter sequence of RET (nt ?3221 to +167) by PCR and then subcloned in the KpnI restriction site of pGL3-basicLuciferase Vector (Promega).	RET	--	--	--	--	--	--	"EZH2,DNMT1"	"ChIP,RT-PCR"	EZH2 and DNMT1 binding to RET regulatory regions.SK-N-BE cells were treated for the indicated times with 10 mM RA.ChIP experiments were performed using anti-EZH2 and anti-DNMT1 antibodies and bound DNA was quantitated by real time PCR.	--	--	--	<2KB	
E_01_035	20952659	CCL2 Enhancer	hg19	chr17	32579684	32579693	Human	"HEK-293,HEK-MOR Cells"	Low throughput	"ChIP,PCR"	Enhancer	"Finally, ChIP analysis shows that DAMGO administration induces binding of p65 to the Enhancer region of the CCL2 promoter."	CCL2	--	--	--	--	--	--	NFKB1	"ChIP,PCR"	"Based on these studies and our preliminary experiments, we designed PCR primers to span both of the NF-KB-binding elements in the CCL2 Enhancer region for PCR analysis following ChIP."	--	--	--	>2KB	
E_01_036	21051589	androgen Enhancer	hg19	chr19	50850114	50850982	Human	LNCaP	Low throughput	"Luciferase Reporter Assay,RT-PCR"	Enhancer	"The luciferase activity of the pPSABHE reporter vector, which contains the promoter (-589 to -41) and androgen Enhancer regions (-4801 to -3933) of the PSA gene,increased by 8-fold after IL-6 treatment."	KLK3	Prostate Cancer	DOID:10283	D011471	"Results from 5'-deletion reporter assays revealed that the effects of IL-6 appear to be mediated via an androgen Enhancer region (24801 to 23933), which is dependent on the signal transducer and activator of the transcription 3 (STAT3) pathway."	Luciferase Reporter Assay	"Moreover, we also found that IL-6 treatment did not further enhance the stimulatory effect of transient overexpression of STAT3 on luciferase activity of the pPSABHE reporter vector, suggesting that the STAT3 signaling pathway, which is dependent on the Enhancer region of PSA gene, is the major pathway involved in the IL-6每regulated expression of the PSA gene in LNCaP cells."	STAT3	Luciferase Reporter Assay	Transient gene expression assays of cells cotransfected with the pPSABHE reporter vector and the STAT3 expression vector revealed that transient overexpression of STAT3 significantly upregulated the luciferase activity of the pPSABHE reporter vector in an androgen-independent manner.	--	--	--	>2KB	
E_01_037	21056086	--	hg19	chr1	23881789	23881796	Human	"Immortalized Murine Gonadotrope L汕T2 Cell,Ovarian Cancer Cell"	Low throughput	"qRT-PCR,Luciferase Reporter Assay,ChIP"	Enhancer	The analysis of the human gene revealed a BMP response element (BRE) within a distal Enhancer (?2632/?2625) that when mutated (TGGCGCC↙TGGTGCT) greatly reduced the fold BMP4 response.We identified the same sequence in the murine gene (?3283/?3276) and observed through ChIP analysis that BMP2 stimulated recruitment of SMAD1 to this region of the endogenous Id3 gene in L汕T2 cells.	ID3	--	--	--	A more distal Enhancer was shown to mediate BMP4-induction of the human ID3 gene in ovarian cancer cells.	ChIP	"We identified the same sequence in the murine gene (?3283/?3276) and observed through ChIP analysis that BMP2 stimulated recruitment of SMAD1 to this region of the endogenous Id3 gene in LT2 cells. Mutation of the distal BRE in the longer murine Id3 reporter greatly reduced, but did not abolish, BMP2 induction."	BMP2	ChIP	"We identified the same sequence in the murine gene (?3283/?3276) (Fig. S8) and observed through ChIP analysis that BMP2 stimulated recruitment of SMAD1 to this region of the endogenous Id3 gene in L汕T2 cells (Fig. S7A). Mutation of the distal BRE in the longer murine Id3 reporter greatly reduced, but did not abolish, BMP2 induction."	--	--	--	>2KB	
E_01_038	21087445	--	hg19	chr22	24236392	24237411	Human	"CEMC7A,THP-1,293T,SW982"	Low throughput	"Luciferase Reporter Assay,PCR,EMSA,DNaseI-seq"	Enhancer	"An HS centred on the first intron of MIF was identified. The HS acted as an Enhancer in human T lymphoblasts (CEMC7A), human embryonic kidney cells (HEK293T) and human monocytic cells (THP-1), but not in a fibroblastlike synoviocyte (FLS) cell line (SW982) or cultured FLS derived from rheumatoid arthritis (RA) patients."	MIF	Rheumatoid Arthritis	DOID:7148	D001172	--	--	--	SP1	"Luciferase Reporter Assay,EMSA"	"In order to determine whether Sp1 is recruited to the MIF intron 1 Enhancer, EMSA was performed using CEMC7A nuclear extract and a radiolabelled DNA probe of the 5∩region of the intronic sequence.We were able to demonstrate that Sp1 bound this sequence, as competition with excess cold Sp1 consensus sequence and addition of Sp1-specific antibody resulted in the abrogation of a shifted complex."	--	--	--	<2KB	
E_01_039	21310710	--	hg19	chr18	60786011	60788011	Human	JURKAT	Low throughput	"3C,ChIP,RT-PCR"	Enhancer	These results clearly indicate that the mbr and promoter (SBS1) of the BCL2 gene interact with each other in close proximity via chromatin looping.	BCL2	--	--	--	--	--	--	"SATB1,CEBPB,EP300"	"Western blot,3C,RT-PCR"	"Our data showed that a reduction of the interaction between SBS1 and mbr induced by knockdown of SATB1 was significantly correlated with a decrease in the BCL2 mRNA level , suggesting that SATB1-mediated mbr-promoter interaction was required for transcriptional activity of the gene."	--	--	--	>2KB	
E_01_040	21327791	LCT Enhancer	hg19	chr2	136531405	136531505	Human	Caco-2	Low throughput	Luciferase Reporter Assay	Enhancer	"Deletion analysis of the LCT Enhancer. The 450 bp LCT Enhancer of the European LP -13910*T variant (-14010*G,-13910*T) or the ancestral variant (-14010*G,-13910*C) were divided into three non-overlapping regions: a 5 0 region containing the -14010*G (131 bp),a core region (170 bp) containing either version of the -13910*C/T variant and a 3 0 region (149 bp)."	LCT	--	--	--	--	--	--	"HNF1A,POU2F1"	EMSA	"This indicates that the Oct-1 binding to the -14010*C variant is influenced by the downstream sequence that covers the HNF1a site. The small differences in the Oct-1 binding to the -14010 allelic variants in EMSAs we have found, might be expected to be more pronounced in adult intestine where the pattern of transcription.factor expression and activity allows higher expression than in the Caco-2 cell line."	--	--	--	>2KB	
E_01_041	21348942	--	hg19	chr12	100693355	100695355	Human	MCF-7	Low throughput	"ChIP,Western blot,siRNA Knockdown,qPCR"	Enhancer	"Interestingly, monomethylation was highest at the Enhancer?2 region and dimethylation at the half坼ERE region. Trimethylation was only observed at the half坼ERE region and estrogen treatment led to a significant increase of the signal."	RB1	--	--	--	--	--	--	KDM5A	Western blot	Overexpression of the wild-type and mutated JARID1A forms after transfection of the corresponding plasmids in MCF-7 cells was confirmed at the protein level by western blot analysis.	--	--	--	>2KB	
E_01_042	21348942	--	hg19	chr12	100731355	100733355	Human	MCF-7	Low throughput	"ChIP,Western blot,siRNA Knockdown,qPCR"	Enhancer	"Interestingly, monomethylation was highest at the Enhancer?2 region and dimethylation at the half坼ERE region. Trimethylation was only observed at the half坼ERE region and estrogen treatment led to a significant increase of the signal."	RB1	--	--	--	--	--	--	KDM5A	Western blot	Overexpression of the wild-type and mutated JARID1A forms after transfection of the corresponding plasmids in MCF-7 cells was confirmed at the protein level by western blot analysis.	--	--	--	>2KB	
E_01_043	21355081	--	hg19	chr10	131265598	131265656	Human	"Human Bronchial Epithelial Cell,Lung cancer-derived Cell Lines,Glioblastoma Cell Lines"	Low throughput	"Luciferase Reporter Assay,PCR"	Enhancer	A 59 bp Enhancer required for efficient MGMT promoter function was identified between the exon 1 and intron 1 boundary along with a SNP(rs16906252) located at the boundary between the Enhancer and exon 1.	MGMT	Lung Adenocarcinoma	DOID:3910	D000077192	--	--	--	--	--	--	rs16906252	131265545	"Luciferase Reporter Assay,PCR"	<2KB	
E_01_044	21378152	WT1 Enhancer	hg19	chr11	32403489	32405489	Human	Human Podocyte Cell Line AB8/13	Low throughput	"qRT-PCR,Luciferase Reporter Assay"	Enhancer	We tested the effect of TGF-beta1 on a human WT1 Enhancer located ~4.3 kb upstream of the transcription start site using a reporter vector WTA.	WT1	--	--	--	--	--	--	SMAD4	Luciferase Reporter Assay	"The luciferase activity of p3TP-lux, a reporter construct for Smadbinding element, was determined after incubation with 5 ng/mL TGFbeta1 for 24 h. TGF-beta1 increased the luciferase activity by ~12-fold in the presence of the NTC shRNA, while this increase was largely prevented by Sh-Smad4. The luciferase activity of p3TP-lux was normalized to beta-galactosidase activity of pCMV-beta-gal and shown as relative values to that of pGL2 basic."	--	--	--	>2KB	
E_01_045	21385855	--	hg19	chr6	135459326	135461326	Human	K-562	Low throughput	"Luciferase Reporter Assay,PCR,ChIP"	Enhancer	Enhancer-like activity of the 61- DNA fragment surrounding the 3- deletion polymorphism on HBG2 proximal promoter linked to aLuciferase expression vector.	HBG2	--	--	--	--	--	--	"RUNX1,GATA"	Luciferase Reporter Assay	"Effect of mutation of transcription factor binding sites in the 58-bp DNA fragment with the 3-bp deletion on its enhancer-like activity.
The luciferase activity of the plasmid with the 58-bp DNA fragment was normalized to be 1.0. Mutation of the E-box, RUNX1, or 3 GATA binding site down-regulates the enhancer-like activity to approximately 50%. Mutation of the 5 GATA binding site does not decrease the
enhancer-like activity of the DNA fragment. "	rs9399137	135419018	"Luciferase Reporter Assay,PCR,ChIP"	>2KB	
E_01_046	21402921	--	hg19	chr12	8217947	8219702	Human	"HeLa,THP-1"	Low throughput	"ChIP-qPCR,ChIP"	Enhancer	"To test this hypothesis, we chose the top 10 genes specifically induced by TNF-汐 in THP-1 cells, but not HeLa cells,from microarray data (Fig. 1B), and verified five of them (CCL3,CCL4, IL12B,C3AR1,and GPR84) had PU.1 peaks as well as THP-1每specific p65 binding sites within 30 kb of their promoters."	C3AR1	--	--	--	"The diversity of transcriptional programs in mammalian cells arises, at least in part,is from preexisting enhancers that are established by cell-specific transcription factors."	ChIP	These results strongly support the model that combinatorial binding of THP-1每speci?c TFs PU.1 and C/EBP汐 synergistically create a distinct group of enhancers and mediate selection of a subset of monocyte/macrophage-speci?c NF-百B target genes for speci?c induction by allowing the binding of p65 to these locations for productive gene expression.	"SPI1,CEBPB,NFKB1"	"ChIP-qPCR,ChIP"	"Strikingly, we found that all these genes gained responsiveness to TNF-汐 stimulation only when both PU.1 and C/EBP汐 were coexpressed in HeLa cells (Fig. 4B). To test the chromatin events near these genes, we further identified eight THP-1每specific p65 locations (P1每P8; Fig. 4A) around these five genes and performed ChIP/quantitative PCR (qPCR) to detect p74 occupancy and active chromatin."	--	--	--	>2KB	
E_01_047	21402921	--	hg19	chr12	54757502	54758950	Human	"HeLa,THP-1"	Low throughput	"ChIP-qPCR,ChIP"	Enhancer	"To test this hypothesis, we chose the top 10 genes specifically induced by TNF-汐 in THP-1 cells, but not HeLa cells,from microarray data (Fig. 1B), and verified five of them (CCL3,CCL4, IL12B,C3AR1,and GPR84) had PU.1 peaks as well as THP-1每specific p65 binding sites within 30 kb of their promoters."	GPR84	--	--	--	"The diversity of transcriptional programs in mammalian cells arises, at least in part,is from preexisting enhancers that are established by cell-specific transcription factors."	ChIP	These results strongly support the model that combinatorial binding of THP-1每speci?c TFs PU.1 and C/EBP汐 synergistically create a distinct group of enhancers and mediate selection of a subset of monocyte/macrophage-speci?c NF-百B target genes for speci?c induction by allowing the binding of p65 to these locations for productive gene expression.	"SPI1,CEBPB,NFKB1"	"ChIP-qPCR,ChIP"	"Strikingly, we found that all these genes gained responsiveness to TNF-汐 stimulation only when both PU.1 and C/EBP汐 were coexpressed in HeLa cells (Fig. 4B). To test the chromatin events near these genes, we further identified eight THP-1每specific p65 locations (P1每P8; Fig. 4A) around these five genes and performed ChIP/quantitative PCR (qPCR) to detect p75 occupancy and active chromatin."	--	--	--	>2KB	
E_01_048	21402921	--	hg19	chr17	34411749	34415000	Human	"HeLa,THP-1"	Low throughput	"ChIP-qPCR,ChIP"	Enhancer	"To test this hypothesis, we chose the top 10 genes specifically induced by TNF-汐 in THP-1 cells, but not HeLa cells,from microarray data (Fig. 1B), and verified five of them (CCL3,CCL4, IL12B,C3AR1,and GPR84) had PU.1 peaks as well as THP-1每specific p65 binding sites within 30 kb of their promoters."	CCL3	--	--	--	"The diversity of transcriptional programs in mammalian cells arises, at least in part,is from preexisting enhancers that are established by cell-specific transcription factors."	ChIP	These results strongly support the model that combinatorial binding of THP-1每speci?c TFs PU.1 and C/EBP汐 synergistically create a distinct group of enhancers and mediate selection of a subset of monocyte/macrophage-speci?c NF-百B target genes for speci?c induction by allowing the binding of p65 to these locations for productive gene expression.	"SPI1,CEBPB,NFKB1"	"ChIP-qPCR,ChIP"	"Strikingly, we found that all these genes gained responsiveness to TNF-汐 stimulation only when both PU.1 and C/EBP汐 were coexpressed in HeLa cells (Fig. 4B). To test the chromatin events near these genes, we further identified eight THP-1每specific p65 locations (P1每P8; Fig. 4A) around these five genes and performed ChIP/quantitative PCR (qPCR) to detect p68 occupancy and active chromatin."	--	--	--	>2KB	
