label	chr	pos1	pos2	type	elem	id	flank_side	elements	strand	ENdb_id	jiang_TEs	jiang_SEs	tonekaboni_COREs_h1	barakat_naive_CSS_RPP	barakat_primed_CSS_RPP	barakat_naive_SE	barakat_primed_SE	kunarso_CTCF_peaks	kunarso_NANOG_peaks	kunarso_OCT4_peaks	HACER_GRO_seq	lu_active_RNAseq	wang_id	wang_state	zhang_RNAseq_rank	goke_id	goke_stage	carter_ltr_subfamily	ATAC_seq_peaks	H1_ChromHMM	H1_CIS	endo_ChromHMM	endo_CIS
flanked:LTR7_HERVH-int:1381	chr1	223024395	223030156	flanked	LTR7_HERVH-int	1381	NA	8	-	NA	TE_00_03408355, TE_01_03300084, TE_01_06616942, TE_02_06500106, TE_02_06600129, TE_02_06700120, TE_02_32900615, TE_02_36301784, TE_02_36709251, TE_02_41800959, TE_00_01000484, TE_00_02502301, TE_01_07612171, TE_01_07804857, TE_01_08111534, TE_02_04005031, TE_02_08606751, TE_02_12403869, TE_02_12500127, TE_02_18000498, TE_02_36403230, TE_02_43600739	Sample_00_013, Sample_00_016, Sample_00_017, Sample_00_018, Sample_01_031, Sample_02_042, Sample_00_012, Sample_00_019, Sample_00_024, Sample_02_017, Sample_02_036, Sample_02_038, Sample_02_039, Sample_02_043, Sample_02_064, Sample_02_068, Sample_02_328, Sample_02_330, Sample_02_423	NA	210, 302, 420	923, 261, 176, 1000	present	present	NA	1	NA	NA	active	HERVH_82	highly	10	348861, 104746, 348862	EpiVsLateb, hescp10	7up1	4	EnhG2, EnhA1, EnhA2, TxWk, TssA, TssFlnk	cont_EnhA, cont_TxWk_Enh, cont_Tss_Enh	TssA, TssFlnk	cont_Tss_EnhG
flanked:LTR7_HERVH-int:1382	chr1	224839935	224846082	flanked	LTR7_HERVH-int	1382	NA	7	-	NA	TE_00_01206782, TE_00_01303548, TE_00_02403236, TE_02_01709810, TE_02_03607369, TE_02_03809085, TE_02_04026599, TE_02_04301639, TE_02_12511621	NA	NA	254	NA	NA	NA	NA	NA	NA	GSE41009_602, GSE64758_89	NA	HERVH_83	moderately	385	NA	NA	NA	2	EnhA1, Het	cont_Low_TssBiv, cont_TxWk_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1387	chr1	229174257	229180176	flanked	LTR7_HERVH-int	1387	NA	9	+	NA	TE_02_19900315, TE_02_35801323, TE_02_41803104, TE_00_01300477, TE_02_01711610, TE_00_00300454, TE_00_02001230, TE_00_02400845, TE_00_03601243, TE_01_03715209, TE_01_07906796, TE_01_08701870, TE_02_16807188, TE_02_16904158, TE_02_17005767, TE_02_24200210, TE_02_32800157	Sample_02_064, Sample_02_065, Sample_02_066, Sample_02_067, Sample_02_204, Sample_02_257, Sample_02_086, Sample_02_124, Sample_02_237	NA	1000, 342, 250	1000	present	present	NA	NA	NA	GSE41009_651, GSE64758_98	NA	HERVH_88	moderately	213	NA	NA	NA	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1389	chr1	230601215	230609094	flanked	LTR7_HERVH-int	1389	NA	5	+	NA	TE_00_01203503, TE_00_01804389, TE_01_03306009, TE_02_04207016, TE_02_06509022, TE_02_06706606, TE_02_12410588, TE_02_12511897, TE_02_03605886, TE_02_04601555, TE_02_23602961	NA	NA	NA	NA	NA	NA	NA	1	NA	GSE41009_668	active	HERVH_90	moderately	370	NA	NA	7u2	3	EnhA2, TxWk, ZNF-Rpts, TssFlnkU	cont_EnhA, cont_Tx_EnhG2, cont_Low_TssBiv, cont_TxWk_EnhWk, cont_Low_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1390	chr1	231829671	231835648	flanked	LTR7_HERVH-int	1390	NA	7	-	NA	TE_02_01103692, TE_02_04316225, TE_02_07306090, TE_02_07402911, TE_02_08303551, TE_02_08402589, TE_02_08503410, TE_02_08611271, TE_02_17214042, TE_02_17504968, TE_02_17803875, TE_02_28104082, TE_02_30103949, TE_02_30502324, TE_02_31604336, TE_02_31809225, TE_02_39505995, TE_02_39804652, TE_03_00704705, TE_03_00805988, TE_03_00906661, TE_03_01104510, TE_03_01308052, TE_02_06513259, TE_02_32203531, TE_00_02300538, TE_01_00603270, TE_01_01802177, TE_01_02300183, TE_02_05404201, TE_02_05503993, TE_02_06903658, TE_02_08003311, TE_02_10800477, TE_02_20702497, TE_02_31701198, TE_02_35809630, TE_02_42800061, TE_02_42900293, TE_03_01504291	Sample_02_381, Sample_02_382	NA	NA	306	NA	NA	NA	NA	NA	NA	NA	HERVH_91	moderately	541	NA	NA	7d1	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1391	chr1	232118114	232123945	flanked	LTR7_HERVH-int	1391	NA	8	+	NA	TE_02_06601915, TE_02_28911670, TE_00_01901487, TE_02_01703342, TE_02_38001788, TE_00_01300418, TE_00_02400100, TE_01_02101296, TE_01_03300577, TE_02_03803916, TE_02_07308785, TE_02_12402942, TE_02_22807255, TE_02_30509215, TE_02_30701874, TE_02_31700605	Sample_00_012, Sample_01_031, Sample_02_036, Sample_02_040, Sample_02_042, Sample_02_064, Sample_02_065, Sample_02_067, Sample_02_125	NA	473, 552, 177	1000, 201	NA	NA	NA	2	NA	E-MTAB-742_18, GSE41009_673, GSE64758_106	active	HERVH_92	highly	89	104696, 348777, 348778	hescp10	7up1	2	TssA, TssFlnk, TxWk	cont_Tss_noEnh	TssFlnk	cont_Low_TssBiv
flanked:LTR7_HERVH-int:1392	chr1	232229628	232234999	flanked	LTR7_HERVH-int	1392	NA	9	-	NA	TE_02_35809725, TE_02_02114813, TE_02_12404556, TE_02_31207923	NA	NA	183	701	NA	NA	NA	NA	NA	E-MTAB-742_19, GSE41009_674, GSE64758_107	NA	HERVH_93	moderately	401	104752	hescp0	7up1	NA	ReprPCWk	cont_TxWk_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1393	chr1	233683448	233689204	flanked	LTR7_HERVH-int	1393	NA	7	-	NA	TE_02_06508561, TE_02_06604059, TE_02_06708911, TE_02_08301528, TE_02_08402375, TE_00_01114361, TE_01_08618926, TE_02_06317748, TE_02_09710772, TE_02_09910444, TE_02_10514136, TE_02_16816412, TE_02_19200181, TE_02_19501275, TE_02_19600957, TE_02_20003579, TE_02_20101511, TE_02_27009898, TE_02_29418373, TE_02_42611364, TE_00_03400194, TE_01_03606675, TE_01_05801730, TE_01_05903015, TE_02_02100181, TE_02_03801310, TE_02_04300248, TE_02_08200461, TE_02_08500273, TE_02_08600389, TE_02_12406987, TE_02_17700838, TE_02_17800975, TE_02_19800355, TE_02_19901767, TE_02_20200296, TE_02_20400430, TE_02_20500241, TE_02_20801185, TE_02_22800913, TE_02_24003131, TE_02_24103559, TE_02_35302980, TE_02_35402337, TE_02_40704962, TE_02_42706258, TE_02_23701680	Sample_02_236, Sample_01_081, Sample_02_242, Sample_02_358	NA	158	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_94	moderately	674	348872	hescp0	7u2	NA	EnhA2	cont_Low_TssBiv	NA	NA
flanked:LTR7_HERVH-int:1395	chr1	239101235	239107062	flanked	LTR7_HERVH-int	1395	NA	8	+	NA	TE_00_01210203, TE_01_03100275, TE_02_06408830, TE_02_12513338, TE_02_03600436, TE_02_03810390, TE_02_04206629, TE_02_06504858, TE_02_06602603, TE_02_06705590, TE_02_09404205	NA	NA	199	652	NA	NA	NA	1	NA	GSE41009_720, GSE64758_117	NA	HERVH_96	moderately	402	NA	NA	7d1	2	TxWk, EnhA2	cont_TxWk_EnhWk, cont_Low_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1396	chr1	241433888	241439882	flanked	LTR7_HERVH-int	1396	NA	6	+	NA	NA	NA	NA	NA	326	NA	NA	NA	1	NA	GSE41009_733, GSE64758_119	NA	HERVH_97	moderately	515	NA	NA	7d1	3	Het, EnhA2	cont_Low_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1397	chr1	248335765	248341106	flanked	LTR7_HERVH-int	1397	NA	8	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_754	NA	HERVH_98	inactive	763	NA	NA	7d1	NA	ZNF-Rpts, Het	cont_Het_Rpts_strongest	Het	cont_Het_Rpts_strongest
flanked:LTR7_HERVH-int:1398	chr10	1349015	1354570	flanked	LTR7_HERVH-int	1398	NA	8	+	NA	TE_02_04306718, TE_02_12809148, TE_02_18316836, TE_00_01005649, TE_01_02502336, TE_02_18401217, TE_02_18500268, TE_02_24707144, TE_02_39605510	NA	h1_COREs_412	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_738	moderately	419	104757, 348878	2cell, 4cell, zygot	7d2	NA	ReprPCWk	cont_Low_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1399	chr10	5470767	5477012	flanked	LTR7_HERVH-int	1399	NA	7	+	NA	TE_02_09600448, TE_02_24201684, TE_00_01305014, TE_02_01601635, TE_02_09311856, TE_02_09609687, TE_02_33602849, TE_02_36607471, TE_02_43102723, TE_00_01902057, TE_00_03800132, TE_01_03100728, TE_01_06600015, TE_02_01700262, TE_02_03601746, TE_02_03802995, TE_02_03902503, TE_02_04004062, TE_02_04301442, TE_02_06402379, TE_02_06502225, TE_02_06703475, TE_02_09400409, TE_02_17601263, TE_02_26502267, TE_02_32800492, TE_02_35400866, TE_02_37001121, TE_02_37301691, TE_02_37501109, TE_02_37800336	Sample_00_024, Sample_01_037, Sample_01_039, Sample_02_021, Sample_02_222, Sample_02_240, Sample_02_417, Sample_02_418, Sample_02_216	NA	NA	1000	present	present	NA	1	NA	NA	NA	HERVH_740	inactive	517	NA	NA	7d2	3	Het, EnhWk	cont_TxWk_EnhWk, cont_EnhA_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1400	chr10	6629578	6635541	flanked	LTR7_HERVH-int	1400	NA	8	-	NA	TE_00_01304221, TE_02_03619421, TE_02_06413296, TE_02_06516688, TE_02_12701611, TE_02_13101404	Sample_02_126, Sample_02_132	NA	144	147	NA	NA	NA	1	NA	GSE41009_1747, GSE64758_245	active	HERVH_741	moderately	387	NA	NA	7up1	NA	EnhA1	cont_EnhA	NA	NA
flanked:LTR7_HERVH-int:1401	chr10	6797082	6802953	flanked	LTR7_HERVH-int	1401	NA	8	-	NA	TE_00_01603637, TE_00_02410855, TE_01_03100722, TE_02_04203914, TE_02_09400846, TE_02_12413918, TE_02_32901217, TE_00_01700411, TE_00_01200199, TE_00_01800229, TE_00_01900598, TE_02_01703824, TE_02_03600678, TE_02_06402802, TE_02_06500915, TE_02_06601342, TE_02_06702264, TE_02_12501627, TE_02_32803269, TE_02_41800139	Sample_00_013	NA	200	306, 989, 194, 1000	NA	NA	NA	NA	NA	NA	NA	HERVH_742	moderately	542	348921, 348922	hescp0, EpiVsLateb	7up1	2	EnhA2	cont_EnhA	NA	NA
flanked:LTR7_HERVH-int:1402	chr10	20119203	20124934	flanked	LTR7_HERVH-int	1402	NA	8	-	NA	TE_00_01804726, TE_02_03604171, TE_02_06400660, TE_02_06600073, TE_02_09403465, TE_01_02405368, TE_02_06500325, TE_02_06700189, TE_02_10105469, TE_02_12505317	NA	NA	NA	192, 214	NA	NA	NA	1	NA	NA	NA	HERVH_744	moderately	812	NA	NA	7d2	NA	EnhA1, Het	cont_Low_EnhWk, cont_Het_Rpts	NA	NA
flanked:LTR7_HERVH-int:1403	chr10	25716420	25722926	flanked	LTR7_HERVH-int	1403	NA	5	+	NA	TE_02_16512290	NA	NA	299	NA	NA	NA	NA	NA	NA	GSE41009_1477	NA	HERVH_745	inactive	1004	NA	NA	7d2	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1404	chr10	25768955	25774917	flanked	LTR7_HERVH-int	1404	NA	6	-	NA	TE_01_05000598	NA	NA	NA	771	NA	NA	NA	NA	NA	E-MTAB-742_30, GSE41009_1481, GSE64758_210	active	HERVH_746	moderately	105	104804	hescp10	7up1	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1405	chr10	27465309	27470937	flanked	LTR7_HERVH-int	1405	NA	5	+	NA	TE_00_00509534, TE_00_00910001, TE_00_02403067, TE_00_02711127, TE_00_03914250, TE_00_04324954, TE_00_04407255, TE_00_04502467, TE_01_02006644, TE_01_04311098, TE_01_08407629, TE_02_02308849, TE_02_03816485, TE_02_04304703, TE_02_22106270, TE_02_22304419, TE_02_23106987, TE_02_23204356, TE_02_23307279, TE_02_23406008, TE_02_24709580, TE_02_34706676, TE_01_02404112, TE_01_05201172, TE_02_17602107, TE_02_25601450, TE_02_33602641, TE_02_33700351, TE_02_34302180	Sample_02_104	NA	184	NA	NA	NA	NA	NA	NA	GSE41009_1489, GSE64758_211	NA	HERVH_747	moderately	813	NA	NA	7d1	2	EnhWk	cont_Low_TssBiv	NA	NA
flanked:LTR7_HERVH-int:1408	chr10	45571173	45576085	flanked	LTR7_HERVH-int	1408	NA	7	+	NA	TE_00_02417057, TE_01_03806852, TE_02_06513991, TE_02_29805037, TE_01_08211450, TE_02_30000550, TE_02_32509861, TE_02_32604688, TE_02_32708904, TE_02_35404714, TE_02_35804610	Sample_02_016, Sample_02_232	NA	210	594	NA	NA	NA	3	1	NA	NA	HERVH_750	inactive	1006	NA	NA	7d1	1	EnhWk, TssFlnk	cont_Low_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1409	chr10	52033756	52039561	flanked	LTR7_HERVH-int	1409	NA	8	-	NA	TE_02_01711850, TE_02_02116599, TE_00_01300254, TE_00_01800586, TE_00_01901925, TE_00_02401860, TE_01_03100233, TE_02_03806442, TE_02_03903527, TE_02_04004711, TE_02_04200366, TE_02_09400570, TE_02_12403099, TE_02_12500399	Sample_00_012, Sample_02_036, Sample_02_064, Sample_02_065, Sample_02_066, Sample_02_067	NA	150, 1000	1000	NA	NA	NA	1	NA	NA	active	HERVH_751	highly	20	348935, 348936, 104808	hescp10	7up1	1	EnhG2, EnhG1, TxWk, TssFlnk, TssA, TssFlnkU	cont_Low_EnhWk, cont_Low_TssBiv, cont_Tss_Enh, cont_Tss_noEnh	TssFlnk	cont_Tss_noEnh, cont_Low_TssBiv
flanked:LTR7_HERVH-int:1410	chr10	53492722	53504727	flanked	LTR7_HERVH-int	1410	NA	8	-	NA	TE_02_09403478, TE_02_25307032, TE_02_29607121, TE_02_29804219, TE_02_30408289, TE_02_31005822, TE_02_31207814, TE_02_31405907, TE_02_31903232, TE_02_42103051, TE_01_03100300, TE_02_06504142, TE_02_04301340, TE_02_06700560, TE_02_12403228	Sample_00_012, Sample_00_013, Sample_02_036, Sample_02_042, Sample_02_125	NA	847	366, 1000	NA	NA	NA	2	NA	GSE41009_1692, GSE41009_1691, GSE64758_237	NA	HERVH_753, HERVH_752	moderately	204, 358	NA	NA	7up1	1	EnhA2, TxWk, ZNF-Rpts, Het	cont_EnhA, cont_Tx_EnhG2, cont_Het_Rpts	NA	NA
flanked:LTR7_HERVH-int:1411	chr10	54166675	54172501	flanked	LTR7_HERVH-int	1411	NA	7	+	NA	TE_02_06516484, TE_02_12407563	NA	NA	394, 161	1000	NA	NA	NA	1	NA	NA	active	HERVH_754	moderately	76	348891, 104764	EpiVsHesc, hescp0	7up1	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1412	chr10	55971511	55978521	flanked	LTR7_HERVH-int	1412	NA	10	+	NA	TE_02_04906721, TE_02_06406349, TE_02_12406655, TE_02_12508594	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_1703	NA	HERVH_755	inactive	765	104765, 348894	8cell	7o	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1413	chr10	58860994	58867331	flanked	LTR7_HERVH-int	1413	NA	9	-	NA	TE_03_00501116, TE_03_00801317, TE_01_05606873, TE_02_06903608, TE_02_26404546, TE_02_26502625, TE_02_29705319, TE_02_29804784, TE_02_30005897, TE_02_31809597, TE_02_31301430, TE_03_01000687, TE_03_01300406	NA	NA	NA	NA	NA	NA	NA	1	NA	GSE41009_1717	active	HERVH_757	moderately	359	104812	hescp10	7up1	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1415	chr10	83057507	83063365	flanked	LTR7_HERVH-int	1415	NA	6	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_760	inactive	1177	NA	NA	NA	NA	TxWk, ZNF-Rpts	cont_Tx_EnhG2, cont_TxWk_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1417	chr10	89284719	89290887	flanked	LTR7_HERVH-int	1417	NA	7	+	NA	TE_00_01016887, TE_00_02300424, TE_00_02602199, TE_00_03801795, TE_00_04305424, TE_01_00605122, TE_01_01207609, TE_01_01900800, TE_01_03603270, TE_01_05007062, TE_01_06301218, TE_01_06404969, TE_01_06801866, TE_01_08005415, TE_01_08705429, TE_02_00800497, TE_02_00900661, TE_02_01806005, TE_02_07500896, TE_02_07601006, TE_02_08200625, TE_02_08300601, TE_02_10702375, TE_02_11102085, TE_02_11201146, TE_02_11301493, TE_02_11402593, TE_02_16401996, TE_02_16501808, TE_02_17902099, TE_02_22000741, TE_02_24403007, TE_02_25102336, TE_02_25302835, TE_02_25704654, TE_02_26800839, TE_02_26900467, TE_02_27707307, TE_02_28201815, TE_02_29602470, TE_02_29801700, TE_02_29900378, TE_02_30006104, TE_02_30206440, TE_02_30305132, TE_02_30401645, TE_02_30601560, TE_02_30802978, TE_02_30905126, TE_02_31005124, TE_02_31103028, TE_02_31201589, TE_02_31305609, TE_02_31403267, TE_02_31503754, TE_02_31602491, TE_02_31802524, TE_02_31904238, TE_02_33804654, TE_02_33900609, TE_02_34001852, TE_02_34101544, TE_02_36103741, TE_02_36902345, TE_02_37902346, TE_02_38010314, TE_02_38209475, TE_02_39703061, TE_02_40702359, TE_02_41901615, TE_02_42102015, TE_02_42408108, TE_03_00402488, TE_03_00503474, TE_03_00703715, TE_03_00803480, TE_03_01002909, TE_03_01404605, TE_03_01502811, TE_00_01101167, TE_00_01500888, TE_00_02003841, TE_00_02400786, TE_00_03204611, TE_00_03300927, TE_00_03607250, TE_00_04002279, TE_01_01800127, TE_01_02901027, TE_01_03701833, TE_01_06901491, TE_01_07001557, TE_01_07202381, TE_01_07300734, TE_01_07403461, TE_01_07502955, TE_01_07602035, TE_01_07703439, TE_01_07803926, TE_01_07907291, TE_01_08103480, TE_01_08201426, TE_01_08302960, TE_01_08409013, TE_01_08503535, TE_01_08600026, TE_01_08903847, TE_01_09004296, TE_01_09102794, TE_01_09203325, TE_02_01000634, TE_02_01100099, TE_02_05402533, TE_02_05502978, TE_02_06301843, TE_02_08500192, TE_02_08900296, TE_02_09200970, TE_02_09301247, TE_02_09502088, TE_02_11003009, TE_02_14002700, TE_02_17102712, TE_02_17302122, TE_02_17501162, TE_02_18301905, TE_02_19300670, TE_02_19400769, TE_02_20900537, TE_02_24300913, TE_02_26501163, TE_02_26700119, TE_02_27000174, TE_02_27401341, TE_02_28407288, TE_02_29700637, TE_02_30101009, TE_02_30500120, TE_02_32503044, TE_02_36400285, TE_02_36705519, TE_02_39800358, TE_02_41501196, TE_02_42800127, TE_02_42900320, TE_03_00902806, TE_03_01302874, TE_03_01601991, TE_02_03300962	Sample_00_025, Sample_00_039, Sample_01_056, Sample_01_058, Sample_01_088, Sample_02_012, Sample_02_013, Sample_02_084, Sample_02_088, Sample_02_091, Sample_02_138, Sample_02_150, Sample_02_151, Sample_02_166, Sample_02_167, Sample_02_172, Sample_02_177, Sample_02_261, Sample_02_262, Sample_02_263, Sample_02_317, Sample_02_430, Sample_00_003, Sample_00_031, Sample_01_057, Sample_02_005, Sample_02_069, Sample_02_086, Sample_02_087, Sample_02_116, Sample_02_139, Sample_02_264	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_1867, GSE64758_266	NA	HERVH_763	moderately	951	NA	NA	7o	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1418	chr10	90081017	90086792	flanked	LTR7_HERVH-int	1418	NA	8	-	NA	TE_00_01208269, TE_00_01303170, TE_00_02405963, TE_01_01818763, TE_01_03102514, TE_01_03403375, TE_01_04508984, TE_01_05813166, TE_02_00508653, TE_02_03609363, TE_02_04008974, TE_02_04206033, TE_02_06312922, TE_02_06409431, TE_02_06508587, TE_02_06604563, TE_02_06706398, TE_02_08612591, TE_02_09401684, TE_02_10716615, TE_02_11211331, TE_02_14100820, TE_02_14200691, TE_02_14301848, TE_02_14411240, TE_02_17812137, TE_02_20913209, TE_02_30512592, TE_02_35204546, TE_02_35909679, TE_02_42602341, TE_02_43009648, TE_02_12402586, TE_02_24404744, TE_02_42700442	NA	NA	243, 342	NA	NA	NA	NA	2	NA	GSE41009_1870, GSE64758_267	NA	HERVH_764	highly	217	348948, 104816	hescp0, hescp10	7up1	1	Het	cont_Het_Rpts	NA	NA
flanked:LTR7_HERVH-int:1420	chr10	90807288	90813258	flanked	LTR7_HERVH-int	1420	NA	7	+	NA	TE_00_01200417, TE_00_01800821, TE_00_01901278, TE_01_03101332, TE_02_03810012, TE_02_09402079, TE_02_12503321, TE_02_13300666, TE_02_23112005, TE_00_02402256, TE_02_05603405, TE_02_12405302, TE_02_39607119	Sample_02_036	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	HERVH_766	moderately	330	NA	NA	7u1	4	ZNF-Rpts, Het, TxWk, EnhWk, EnhA1	cont_TxWk_Enh, cont_Tx_EnhG2, cont_Het_Rpts, cont_Low_EnhWk, cont_EnhA_EnhWk	Het	cont_Het_Rpts
flanked:LTR7_HERVH-int:1421	chr10	91301349	91307329	flanked	LTR7_HERVH-int	1421	NA	7	-	NA	TE_00_02403446, TE_02_08713218, TE_02_09605580, TE_02_17106257, TE_02_17205649, TE_02_36600152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_767	inactive	862	NA	NA	7d1	NA	ReprPCWk	cont_Low_TssBiv	NA	NA
flanked:LTR7_HERVH-int:1427	chr10	105727636	105733785	flanked	LTR7_HERVH-int	1427	NA	6	+	NA	TE_01_03720145, TE_02_03823376, TE_02_06508992, TE_02_06604777, TE_02_06706244, TE_02_12512808, TE_02_32806115, TE_02_33012792	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_1244, GSE64758_190	NA	HERVH_775	inactive	859	NA	NA	7bc	1	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1428	chr10	106016739	106023098	flanked	LTR7_HERVH-int	1428	NA	7	-	NA	TE_02_06515581, TE_00_01404951, TE_00_02408949, TE_01_08206239, TE_02_32501592, TE_02_32601957, TE_02_32703271	NA	NA	210	NA	NA	NA	NA	NA	NA	GSE41009_1249	NA	HERVH_776	inactive	476	NA	NA	NA	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1430	chr10	109562757	109568252	flanked	LTR7_HERVH-int	1430	NA	7	+	NA	NA	NA	NA	NA	892	NA	NA	NA	NA	NA	GSE41009_1268	NA	HERVH_778	inactive	860	NA	NA	NA	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1431	chr10	116480674	116486518	flanked	LTR7_HERVH-int	1431	NA	7	+	NA	TE_02_06512453, TE_02_06711686, TE_00_02405728, TE_02_03807572	NA	NA	NA	169	NA	NA	NA	1	NA	NA	NA	HERVH_779	inactive	811	NA	NA	7d1	1	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1433	chr11	3470256	3485187	flanked	LTR7_HERVH-int	1433	NA	9	-	NA	TE_00_02408142, TE_01_03101826, TE_02_04309037, TE_01_00102100, TE_01_00202447, TE_01_02712269, TE_01_06804140, TE_01_07103377, TE_01_07210679, TE_01_07518099, TE_01_07911940, TE_01_08006645, TE_01_08511759, TE_01_08706786, TE_01_09013438, TE_02_00214068, TE_02_02114253, TE_02_20403425, TE_02_23712141, TE_02_25711690, TE_02_32515427, TE_02_35310148, TE_02_35509979, TE_02_35809677, TE_02_40309099, TE_02_40406643, TE_03_00303305, TE_02_35405689	NA	NA	NA	NA	NA	NA	4	NA	NA	GSE41009_2248	NA	HERVH_782	moderately	864, 544, 727	NA	NA	NA	2	TxWk, EnhWk	cont_TxWk_EnhWk	NA	NA
flanked:LTR7_HERVH-int:1434	chr11	3647948	3653636	flanked	LTR7_HERVH-int	1434	NA	6	+	NA	TE_02_04305493, TE_01_07600924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_783	inactive	816	NA	NA	7d1	NA	TxWk, ReprPCWk	cont_Tx_EnhG2, cont_ReprPC_Biv	NA	NA
flanked:LTR7_HERVH-int:1435	chr11	4219298	4225317	flanked	LTR7_HERVH-int	1435	NA	8	-	NA	TE_02_37602260	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_2295, GSE64758_318	NA	HERVH_784	inactive	953	NA	NA	7d1	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1436	chr11	4315701	4321901	flanked	LTR7_HERVH-int	1436	NA	8	-	NA	TE_02_33020646, TE_02_37602301	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_2307	NA	HERVH_785	inactive	694	NA	NA	7d1	NA	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1437	chr11	5160296	5166117	flanked	LTR7_HERVH-int	1437	NA	8	-	NA	TE_02_01606730, TE_02_03820031, TE_02_06411139, TE_02_06506839, TE_02_06709066	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_2369, GSE64758_319	NA	HERVH_786	moderately	350	NA	NA	7d2	2	NA	NA	NA	NA
flanked:LTR7_HERVH-int:1438	chr11	6069821	6075884	flanked	LTR7_HERVH-int	1438	NA	7	-	NA	TE_02_06510451, TE_02_06707121	NA	NA	158	NA	NA	NA	NA	1	NA	GSE41009_2402, GSE64758_323	NA	HERVH_787	moderately	135	104876, 349024	hescp0	7up1	NA	EnhWk, TxWk, ZNF-Rpts	cont_Low_EnhWk, cont_TxWk_EnhWk, cont_Het_Rpts	NA	NA
flanked:LTR7_HERVH-int:1439	chr11	6366027	6371660	flanked	LTR7_HERVH-int	1439	NA	7	+	NA	TE_00_00320633, TE_02_03826061, TE_02_04314329, TE_02_25708965, TE_02_33009081, TE_00_01407848, TE_01_08210331, TE_02_03304505, TE_02_04606215, TE_02_04710338, TE_02_32507154, TE_02_32609744, TE_02_32706240, TE_02_38101734	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_2414	NA	HERVH_788	inactive	866	NA	NA	7d1	NA	EnhWk	cont_Low_TssBiv	NA	NA
flanked:LTR7_HERVH-int:1440	chr11	7912150	7917907	flanked	LTR7_HERVH-int	1440	NA	7	-	NA	TE_02_09401574, TE_02_23720081, TE_02_12400685	NA	NA	NA	1000	NA	NA	NA	2	NA	NA	NA	HERVH_789	moderately	465	349026, 104877	hescp10	7up1	NA	Het	cont_Het_Rpts	NA	NA
flanked:LTR7_HERVH-int:1444	chr11	23183933	23189744	flanked	LTR7_HERVH-int	1444	NA	8	-	NA	TE_02_02116333, TE_02_35414923, TE_02_35513619, TE_02_35613017, TE_02_06508919, TE_02_06710950	NA	NA	147	440	NA	NA	NA	1	NA	GSE41009_2187, GSE64758_307	NA	HERVH_793	moderately	498	NA	NA	7up1	NA	NA	NA	NA	NA
